url,description,selected_route,selected_reason,risk_level,risk_tag,direct_ok,http_proxy_ok,socks5_ok,http_attempts,details
http://182.92.84.144,fofa-0097 https://182.92.84.144,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.10s)
https://47.86.96.202,fofa-0098 https://47.86.96.202,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.16s)
https://175.27.234.171,fofa-0100 https://175.27.234.171,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.20s)
https://47.94.103.207,fofa-0101 https://47.94.103.207,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.06s)
https://www.achcn.com,fofa-0102 https://www.achcn.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.26s)
https://8.141.25.219,fofa-0103 https://8.141.25.219,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.36s)
https://joydebater.com,fofa-0105 https://joydebater.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.22s)
https://www.joydebater.com,fofa-0106 https://www.joydebater.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.26s)
https://www.wanwenxue.com,fofa-0107 https://www.wanwenxue.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.37s)
https://www.eaib.cn,fofa-0108 https://www.eaib.cn,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.44s)
https://cfa.eaib.cn,fofa-0111 https://cfa.eaib.cn,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.49s)
https://111.92.241.14,fofa-0112 https://111.92.241.14,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.59s)
https://www.jsxlmed.com,fofa-0113 https://www.jsxlmed.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.31s)
https://47.99.95.40,fofa-0114 https://47.99.95.40,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.16s)
https://47.94.108.61,fofa-0115 https://47.94.108.61,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.19s)
https://m.eaib.cn,fofa-0117 https://m.eaib.cn,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.42s)
https://edu.eaib.cn,fofa-0118 https://edu.eaib.cn,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.45s)
https://8.141.6.230,fofa-0119 https://8.141.6.230,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.41s)
https://120.78.6.222,fofa-0120 https://120.78.6.222,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.12s)
https://60.205.190.25,fofa-0122 https://60.205.190.25,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.23s)
https://8.208.88.138,fofa-0123 https://8.208.88.138,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.04s)
https://175.27.145.146,fofa-0125 https://175.27.145.146,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.17s)
https://47.243.231.242,fofa-0126 https://47.243.231.242,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.33s)
https://82.156.39.96,fofa-0127 https://82.156.39.96,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.30s)
https://47.76.141.56,fofa-0128 https://47.76.141.56,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.11s)
https://103.45.131.79,fofa-0129 https://103.45.131.79,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.20s)
https://182.92.103.136,fofa-0130 https://182.92.103.136,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.21s)
https://39.106.27.160,fofa-0132 https://39.106.27.160,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.26s)
https://czqk361.jxczwh.com,fofa-0133 https://czqk361.jxczwh.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.38s)
https://yunshengzx.com,fofa-0134 https://yunshengzx.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(4.47s)
https://www.tongyang1998.com,fofa-0135 https://www.tongyang1998.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.58s)
https://113.45.250.4,fofa-0136 https://113.45.250.4,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.13s)
https://www.yunshengzx.com,fofa-0137 https://www.yunshengzx.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(4.35s)
https://119.45.163.78,fofa-0138 https://119.45.163.78,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.16s)
https://47.243.164.42,fofa-0139 https://47.243.164.42,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.11s)
https://211.149.249.130,fofa-0140 https://211.149.249.130,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.66s)
https://82.156.217.161,fofa-0141 https://82.156.217.161,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.18s)
http://168.76.30.15,fofa-0142 https://168.76.30.15,direct,直连可用，未启用代理探测,low,,True,,,,"direct-http=fail(6.25s:http response failed: HTTPSConnectionPool(host='168.76.30.15', port=443): Read timed out. (read timeout=3.0)) | httpx-fallback=ok:http://168.76.30.15 | httpx-rewrite=https://168.76.30.15->http://168.76.30.15 | direct-http-after-httpx=ok(0.03s)"
https://43.153.207.27,fofa-0144 https://43.153.207.27,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.81s)
https://47.103.126.175,fofa-0145 https://47.103.126.175,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.84s)
https://39.96.205.206,fofa-0146 https://39.96.205.206,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.19s)
https://www.prodlab.cn,fofa-0147 https://www.prodlab.cn,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.39s)
https://8.148.86.161,fofa-0148 https://8.148.86.161,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.22s)
http://168.76.34.26,fofa-0149 https://168.76.34.26,direct,直连可用，未启用代理探测,low,,True,,,,"direct-http=fail(6.26s:http response failed: HTTPSConnectionPool(host='168.76.34.26', port=443): Read timed out. (read timeout=3.0)) | httpx-fallback=ok:http://168.76.34.26 | httpx-rewrite=https://168.76.34.26->http://168.76.34.26 | direct-http-after-httpx=ok(0.02s)"
http://168.76.34.8,fofa-0150 https://168.76.34.8,direct,直连可用，未启用代理探测,low,,True,,,,"direct-http=fail(6.29s:http response failed: HTTPSConnectionPool(host='168.76.34.8', port=443): Read timed out. (read timeout=3.0)) | httpx-fallback=ok:http://168.76.34.8 | httpx-rewrite=https://168.76.34.8->http://168.76.34.8 | direct-http-after-httpx=ok(0.03s)"
https://45.32.201.74,fofa-0152 https://45.32.201.74,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.17s)
https://mpa.stu.edu.cn,fofa-0154 https://mpa.stu.edu.cn,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.27s)
https://acabridge.cn,fofa-0155 https://acabridge.cn,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.29s)
http://108.61.204.91:8080,fofa-0156 http://108.61.204.91:8080,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.63s)
http://www.zijiabanlv.com,fofa-0157 https://www.zijiabanlv.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.41s)
https://www.tonianicole.com,fofa-0158 https://www.tonianicole.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.04s)
https://www.linkon.org.cn,fofa-0159 https://www.linkon.org.cn,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.50s)
https://bangxie.shop,fofa-0161 https://bangxie.shop,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.25s)
https://www.bangxie.shop,fofa-0162 https://www.bangxie.shop,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.46s)
https://47.117.85.207,fofa-0165 https://47.117.85.207,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(4.22s)
https://jqzhyun.com,fofa-0166 https://jqzhyun.com,direct,预检结果不完整，保守回退直连,low,,False,,,,"direct-http=fail(6.04s:http response failed: HTTPSConnectionPool(host='jqzhyun.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='jqzhyun.com', port=443) at 0x1e8f7040f50>, 'Connection to jqzhyun.com timed out. (connect timeout=3.0)'))) | httpx-fallback=fail:httpx executable is not ProjectDiscovery httpx"
https://jqzhyun.net,fofa-0167 https://jqzhyun.net,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.33s)
https://www.jqzhyun.net,fofa-0169 https://www.jqzhyun.net,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.26s)
https://www.jiqunzhihui.org.cn,fofa-0171 https://www.jiqunzhihui.org.cn,direct,预检结果不完整，保守回退直连,low,,False,,,,"direct-http=fail(6.05s:http response failed: HTTPSConnectionPool(host='www.jiqunzhihui.org.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='www.jiqunzhihui.org.cn', port=443) at 0x1e8f6f19190>, 'Connection to www.jiqunzhihui.org.cn timed out. (connect timeout=3.0)'))) | httpx-fallback=fail:httpx executable is not ProjectDiscovery httpx"
https://106.12.153.8,fofa-0175 https://106.12.153.8,direct,预检结果不完整，保守回退直连,low,,False,,,,"direct-http=fail(6.12s:http response failed: HTTPSConnectionPool(host='106.12.153.8', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='106.12.153.8', port=443) at 0x1e8f6f1a210>, 'Connection to 106.12.153.8 timed out. (connect timeout=3.0)'))) | httpx-fallback=fail:httpx executable is not ProjectDiscovery httpx"
http://www.datingoklahoma.com,fofa-0176 https://www.datingoklahoma.com,direct,预检结果不完整，保守回退直连,low,,False,,,,"direct-http=fail(6.42s:http response failed: HTTPConnectionPool(host='www.datingoklahoma.com', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='www.datingoklahoma.com', port=80) at 0x1e8f6f1bcd0>, 'Connection to www.datingoklahoma.com timed out. (connect timeout=3.0)'))) | httpx-fallback=fail:httpx executable is not ProjectDiscovery httpx"
https://8.141.84.147,fofa-0177 https://8.141.84.147,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.28s)
http://47.112.227.133:8089,fofa-0178 https://47.112.227.133:8089,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.07s)
http://ebarso.com,fofa-0179 https://ebarso.com,direct,直连可用，未启用代理探测,low,,True,,,,"direct-http=fail(5.50s:http response failed: HTTPSConnectionPool(host='ebarso.com', port=443): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPSConnection(host='ebarso.com', port=443): Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。""))) | httpx-fallback=ok:http://ebarso.com | httpx-rewrite=https://ebarso.com->http://ebarso.com | direct-http-after-httpx=ok(0.28s)"
http://www.ebarso.com,fofa-0180 https://www.ebarso.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.31s)
https://www.91joyo.com,fofa-0183 https://www.91joyo.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.93s)
https://www.1001dh.com,fofa-0185 https://www.1001dh.com,direct,预检结果不完整，保守回退直连,low,,False,,,,"direct-http=fail(0.05s:http response failed: HTTPSConnectionPool(host='www.1001dh.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.1001dh.com', port=443): Failed to resolve 'www.1001dh.com' ([Errno 11001] getaddrinfo failed)""))) | httpx-fallback=fail:httpx executable is not ProjectDiscovery httpx"
https://dawudbshv151161.mpeblog.com,fofa-0186 https://dawudbshv151161.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.15s)
https://allenvqzh827027.mpeblog.com,fofa-0187 https://allenvqzh827027.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.15s)
https://nikolasltfp736720.mpeblog.com,fofa-0188 https://nikolasltfp736720.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.05s)
https://royemqw780622.mpeblog.com,fofa-0189 https://royemqw780622.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.17s)
https://zoyawtlw112003.mpeblog.com,fofa-0190 https://zoyawtlw112003.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.10s)
https://antonfwba570398.mpeblog.com,fofa-0191 https://antonfwba570398.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.09s)
https://m.cetustalk.com,fofa-0192 https://m.cetustalk.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.33s)
https://39.98.161.249,fofa-0193 https://39.98.161.249,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.33s)
https://www.kuaileliaoba.com,fofa-0194 https://www.kuaileliaoba.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.71s)
https://kuaileliaoba.com,fofa-0196 https://kuaileliaoba.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.54s)
https://39.106.204.31,fofa-0198 https://39.106.204.31,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.25s)
https://viax.org,fofa-0199 https://viax.org,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.25s)
https://www.viax.org,fofa-0200 https://www.viax.org,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.24s)
https://cashpnjey.mpeblog.com,fofa-0201 https://cashpnjey.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.19s)
https://barrywvhx506463.mpeblog.com,fofa-0202 https://barrywvhx506463.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.22s)
https://heidiuqsc622751.mpeblog.com,fofa-0203 https://heidiuqsc622751.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.21s)
https://phoenixgqlx725815.mpeblog.com,fofa-0204 https://phoenixgqlx725815.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.08s)
https://alvinhvvg606902.mpeblog.com,fofa-0205 https://alvinhvvg606902.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.18s)
https://tamzinwews580605.mpeblog.com,fofa-0206 https://tamzinwews580605.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.01s)
https://estellegbhf933710.mpeblog.com,fofa-0207 https://estellegbhf933710.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.10s)
https://haimaxkia230301.mpeblog.com,fofa-0208 https://haimaxkia230301.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.11s)
https://cashnqrrs.mpeblog.com,fofa-0209 https://cashnqrrs.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(2.12s)
https://robertedgs006685.mpeblog.com,fofa-0210 https://robertedgs006685.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(2.04s)
https://ezekielsnpn583513.mpeblog.com,fofa-0211 https://ezekielsnpn583513.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.08s)
https://jessebfmf678975.mpeblog.com,fofa-0212 https://jessebfmf678975.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.06s)
https://laytnuenu699885.mpeblog.com,fofa-0213 https://laytnuenu699885.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.04s)
